return_1d_past,return_2d_past,return_3d_past,return_4d_past,return_5d_past,return_6d_past,return_7d_past,return_10d_past,return_20d_past,return_30d_past,return_120d_past,return_480d_past,KAMA_10,SMA_20,HLC3,TEMA_20,EMA_20,HMA_20,FWMA_10,ATR_14,BBL_20,OBV,PVT,gold_return,sample_index
-0.019032594,-0.017620398,-0.020385794,-0.0059350603,-0.007068035,0.028554317,0.056950543,0.0142472265,-0.030442916,0.01535615,-0.031275205,-0.02603337,0.034760557,-0.0015181277,0.0054672346,-0.0066141663,0.015375384,-0.01637661,0.008106089,-0.06131599,-0.045125037,0.02238859,0.039898023,0.007669695,71
0.020794328,0.009615982,0.016098399,0.04830668,-0.00413369,0.0014801836,-0.07598667,3.7281912e-05,0.0077725584,0.016580347,-0.013973008,0.028102946,0.03294132,0.0010298726,0.009332198,-0.0039649922,0.019926107,-0.015875695,0.009423775,-0.026470462,-0.023573784,0.04889588,0.039334964,0.02899951,72
-0.014124268,-0.034548625,-0.04484475,0.033521365,0.005239504,-0.0035965666,-0.05481151,-0.03639482,0.021781567,0.03333177,-0.026917586,-0.10211781,0.03168013,0.0013970434,0.0043249917,-0.007923418,0.015178605,-0.014934281,0.009673677,-0.020908678,-0.037322607,0.03048679,0.036174506,0.010982496,73
-0.020279884,-0.035853956,0.037801728,0.019416109,0.0060921935,-0.0006257413,-0.035798613,0.040454,-0.03100114,0.018506732,-0.026786603,-0.06356345,0.039534826,0.008406974,0.008480455,-0.0060901,0.01776102,-0.013000027,0.009876855,-0.03553784,-0.0235909,0.027030986,0.0403693,0.021977855,74
0.010056746,-0.01661636,0.029031785,0.026656732,0.0036725504,0.02108446,-0.031860817,0.07472597,-0.025667904,0.030117013,-0.02500973,-0.08137936,0.03714343,0.003597793,0.0050068055,-0.0051560537,0.015273616,-0.013177119,0.012106606,-0.027555807,-0.031865567,0.021843804,0.038818773,0.01725689,75
-0.0053211446,-0.015881164,0.029874437,-0.018584115,0.0023855718,-0.0004444539,-0.0025686356,0.054524932,-0.03676745,0.031890146,-0.027625801,-0.041659143,0.037893236,-0.0033231047,0.0050344104,-0.0057356386,0.0140442075,-0.015542258,0.013151493,-0.036204547,-0.032602165,0.03869607,0.035106443,0.038028166,76
0.014471714,-0.009516165,0.009080449,0.0015438744,0.00064194563,0.010170276,0.0001303509,0.06932166,-0.016357226,0.04523472,-0.017783325,-0.037795253,0.038468696,0.00055359304,0.007463128,-0.0031723897,0.015875803,-0.011113523,0.014660343,-0.031836454,-0.033740424,0.024308104,0.042412702,-0.019531611,77
-0.004768596,-0.018680632,0.0072964216,-0.026601635,-0.012732076,0.030653555,-0.06613359,0.053722598,-0.020231843,0.045353092,-0.03678074,-0.11680871,0.021199714,-0.0015433396,0.002677246,-0.005576864,0.012087663,-0.015753208,0.008834117,-0.035593294,-0.055207696,0.0083174,0.033316974,-0.004734616,78
-0.04404552,-0.024058077,0.018931225,-0.020071706,-0.010178774,0.012147578,-0.06382369,0.022367975,-0.01323224,0.038111366,-0.024809703,-0.064235255,0.03493763,0.0033776814,0.005414348,-0.006222955,0.01572613,-0.014377635,0.008847222,-0.03962426,-0.03943671,0.024198098,0.03164779,-0.0016372106,79
-0.0051877433,-0.0025839387,0.006290979,-0.0077928733,-0.0020111597,0.05079928,-0.057219774,0.02582305,-0.0015405013,0.053751975,-0.028119894,-0.11366014,0.025907803,-0.002794057,0.0011351252,-0.008279264,0.014540529,-0.020972837,0.0063722217,-0.044348296,-0.055097003,0.019886026,0.03247578,0.030990174,80
